Genesis
[Genesis 3:16]	הֵֽרֹנֵ֔	הֵרוֹן	pregnancy	
[Nehemiah 7:3]	יָגִ֥יפוּ	גוף 1	to shut	
[Nehemiah 7:5]	יַּ֙חַשׂ֙	יַ֫חַשׂ	genealogy	
[Nehemiah 8:6]	מֹ֣עַל	מֹ֫עַל	exaltation, raising	
[Nehemiah 8:10]	מַשְׁמַנִּ֜ים	מַשְׁמַנִּים	festival dishes	
[Nehemiah 9:25]	יִּֽתְעַדְּנ֖וּ	עדן	to live a life of luxury, let things go well	
[Nehemiah 10:32]	מַּקָּח֨וֹת	מַקָּחוֹת	wares	
[Nehemiah 11:8]	גַּבַּ֣י	גַּבַּי	(trad.) Gabbai	
[Nehemiah 12:8]	הֻיְּד֖וֹת	הֻיְּדוֹת	song of thanks, or of praise	
[Nehemiah 12:31]	תַהֲלֻכֹ֤ת	תַּהֲלֻכָה	procession, parade	
[Nehemiah 13:29]	גָּאֳלֵ֣י	גֹּ֫אַל	(ritual) defilement	

1 Chronicles
[1 Chronicles 9:31]	חֲבִתִּֽים	חֲבִתִּים	cakes baked in pans	
[1 Chronicles 9:33]	פְּטִירִים	פָּטִיר	free	
[1 Chronicles 12:16]	יַּבְרִ֙יחוּ֙	ברח 3	to bar, to obstruct	
[1 Chronicles 15:22]	יָסֹר֙	יָסֹר	supervisor; instructor	
[1 Chronicles 15:27]	מְכֻרְבָּ֣ל	כרבל	(pt.) wrapped	
[1 Chronicles 19:4]	מִּפְשָׂעָ֑ה	מִפְשָׂעָה	seat, buttocks	
[1 Chronicles 20:3]	יָּ֨שַׂר	שׂור 2	to saw apart	
[1 Chronicles 21:12]	מַשֶּׂגֶת֒	מַשֶּׂ֫גֶת	overtaking	
[1 Chronicles 21:27]	נְדָנָֽ	נָדָן 1	sheath	
[1 Chronicles 22:9]	שֶׁ֛קֶט	שֶׁ֫קֶט	quietness, peacefulness	
[1 Chronicles 25:8]	תַּלְמִֽיד	תַּלְמִיד	pupil	
[1 Chronicles 28:11]	גַנְזַכָּ֧י	גַּנְזַךְ	treasury	
[1 Chronicles 29:2]	שַׁ֖יִשׁ	שַׁ֫יִשׁ	alabaster	

2 Chronicles
[2 Chronicles 2:6]	אַרְגְּוָן֙	אַרְגְּוָן	wool dyed with red purple	
[2 Chronicles 2:15]	צָרְכֶּ֔	צֹ֫רֶךְ	need	
[2 Chronicles 2:15]	רַפְסֹד֖וֹת	רַפְסֹדוֹת	rafts, floats	
[2 Chronicles 2:16]	סְּפָ֔ר	סְפָר 1	calculation	
[2 Chronicles 3:10]	צַעֲצֻעִ֑ים	צַעֲצֻעִים	casting, cast	
[2 Chronicles 3:15]	צֶּ֥פֶת	צֶ֫פֶת	capital (or a column)	
[2 Chronicles 3:17]	הַיְמִינִי	יָמִינִי 2	right	
[2 Chronicles 4:21]	מִכְל֥וֹת	מִכְלוֹת	purest; perfection	
[2 Chronicles 9:18]	כֶ֨בֶשׁ	כֶּ֫בֶשׁ	stool	
[2 Chronicles 9:29]	חֲזוֹת֙	חֲזוֹת	vision	
[2 Chronicles 10:15]	נְסִבָּה֙	נְסִבָּה	development, turn of affairs	
[2 Chronicles 16:12]	יֶּחֱלֶ֣א	חלא	to fall ill; to rust	
[2 Chronicles 19:7]	מַשֹּׂ֥א	מַשֹּׂא	partiality	
[2 Chronicles 19:7]	מִקַּח	מִקָּח	acceptance of bribe/gift	
[2 Chronicles 22:7]	תְּבוּסַ֣ת	תְּבוּסָה	downfall	
[2 Chronicles 24:7]	מִּרְשַׁ֔עַת	מִרְשַׁ֫עַת	godlessness	
[2 Chronicles 25:23]	פּוֹנֶ֔ה	פּוֹנֶה	corner	
[2 Chronicles 28:15]	מַעֲרֻמֵּי	מַעֲרֹם	naked person	
[2 Chronicles 30:14]	מְקַטְּרוֹת֙	מְקַטֶּ֫רֶת	incense altars	
[2 Chronicles 30:17]	שְׁחִיטַ֣ת	שְׁחִיטָה	slaughtering	
[2 Chronicles 32:28]	אֲוֵרֽוֹת	אֲוֵרוֹת	stable, stall	
[2 Chronicles 34:10]	בְדּ֥וֹק	בדק	to mend, to repair; to be mended, tested	
[2 Chronicles 35:5]	פְלֻגּוֹת֙	פְּלֻגָּה	division, group	
[2 Chronicles 35:5]	חֲלֻקַּ֥ת	חֲלֻקָּה	part	
[2 Chronicles 35:12]	מִפְלַגּ֤וֹת	מִפְלַגָּה	division, family group	
[2 Chronicles 36:16]	מַלְעִבִים֙	לעב	to make sport of, deride	
[2 Chronicles 36:17]	יָשֵׁ֑שׁ	יָשֵׁשׁ	decrepit	
